Author cleaned,Author editable,Viaf id,Viaf OK,Internal id,Internal id OK,notes,class
"ADORNO, CARLO","Adorno, Carlo",http://viaf.org/viaf/306132759,,1165,1165,sebina,0
"Gardoni, Giuseppe","Gardoni, Giuseppe",http://viaf.org/viaf/306318501,,1456,1456,,1
"BENVENUTI, ANGELO DE","De Benvenuti, Angelo",http://viaf.org/viaf/307178452,,1529,1529,,1
"Rigobello, Manuel","Rigobello, Manuel",http://viaf.org/viaf/307327240,,613,613,,1
"Perale, Michela","Perale, Michela",http://viaf.org/viaf/307329341,,1391,1391,,1
"Bernardi, Ilaria","Bernardi, Ilaria",http://viaf.org/viaf/307343016,,661,661,,1
"Fasan, Erika","Fasan, Erika",http://viaf.org/viaf/307343139,,870,870,,1
"Zerbinati, Gloria","Zerbinati, Gloria",http://viaf.org/viaf/307343417,,901,901,,1
"Borgo, Francesca","Borgo, Francesca",http://viaf.org/viaf/307344346,,859,859,,1
"Battain, Mario","Battain, Mario",http://viaf.org/viaf/307352754,,949,949,,1
"Frare, Mauro Cesco","Cesco Frare, Mauro ",http://viaf.org/viaf/307362404,,1454,1454,,1
"Coen, Giorgio","Coen, Giorgio",http://viaf.org/viaf/307364184,,202,202,,2
"Fano, Angelo","Fano, Angelo",http://viaf.org/viaf/307370670,,1339,1339,,1
"GUADAGNINO, LUIGI","Guadagnino, Luigi Maria",http://viaf.org/viaf/307378131,,295,295,,1
"Manfredini, Ilario","Manfredini, Ilario",http://viaf.org/viaf/307384337,,836,836,,1
"Monterumici, Mozzetti","Monterumici, Mozzetti",http://viaf.org/viaf/307392584,,404,404,,0
"dell'Olivo, Giovanni","Dell'Olivo, Giovanni",http://viaf.org/viaf/307401330,,748,748,,1
"Spanio, Giuseppe","Spanio, Giuseppe",http://viaf.org/viaf/307404687,,1015,1015,,1
"Vardanega, Alessandro","Vardanega, Alessandro",http://viaf.org/viaf/307408742,,926,926,,1
"Zambiasi, Marino","Zambiasi, Marino",http://viaf.org/viaf/307410902,,173,173,,1
"Posàr-Giuliano, Guido","Posàr-Giuliano, Guido",http://viaf.org/viaf/307418538,,27,27,,1
"Trovato, Stefano","Trovato, Stefano",http://viaf.org/viaf/307419977,,212,212,,1
"Pagnacco, Luisa","Pagnacco, Luisa",http://viaf.org/viaf/307465610,,366,366,,1
"Munno, Cristina","Munno, Cristina",http://viaf.org/viaf/307504280,,612,612,,1
"Bortolotto, Angelica Alverà","Alverá Bortolotto, Angelica",http://viaf.org/viaf/30823298,,543,543,,1
"Bonnini, S.","Bonnini, S.",http://viaf.org/viaf/308754189,,435,435,,2
"Faini, Marco","Faini, Marco",http://viaf.org/viaf/308800,,1279,1279,,1
"Duse, Enzo","Duse, Enzo",http://viaf.org/viaf/309636337,,1418,1418,,1
"Pomoni, L.","Pomoni, Luciano",http://viaf.org/viaf/309650583,http://viaf.org/viaf/11944589,96,96,,1
"Farinati, Valeria","Farinati, Valeria",http://viaf.org/viaf/31012289,,299,299,,1
"Pastori Bassetto, I.","Pastori Bassetto, Ivana",http://viaf.org/viaf/31063075,,1163,1163,,1
"Paggiaro, Luigi","Paggiaro, Luigi",http://viaf.org/viaf/311004909,,666,666,,1
"BERTÙ, BERTO","Bertù, Berto",http://viaf.org/viaf/311005181,,903,903,,1
"Bertu, Berto","Bertù, Berto",http://viaf.org/viaf/311005181,,903,903,,1
"Cadel, Anna Maria","Cadel, Anna Maria",http://viaf.org/viaf/311103446,,57,57,,1
"Tuni, Giovanni","Tuni, Giovanni",http://viaf.org/viaf/311110249,,104,104,,1
"VASIO, PASQUALE","Vasio, Pasquale",http://viaf.org/viaf/311143781,,920,920,,1
"VARAGNOLO, DOMENICO","Varagnolo, Domenico",http://viaf.org/viaf/311181091,,66,66,,1
"Varagnolo, Domenico","Varagnolo, Domenico",http://viaf.org/viaf/311181091,,66,66,,1
"Basso, Amalia","Basso, Amalia",http://viaf.org/viaf/311341219,,869,869,,1
"Toth, Gabor Mihaly","Toth, Gabor Mihaly",http://viaf.org/viaf/311471517,,309,309,,1
"Panetta, Marina","Panetta, Marina",http://viaf.org/viaf/31147754,,855,855,,1
"Giraldi, Philip M.","Giraldi, Philip",http://viaf.org/viaf/311485354,,1481,1481,,1
"Cauzzi, Graziella","Cauzzi, Graziella",http://viaf.org/viaf/31153868,,600,600,,1
"Zanasso, G. B.","Zanasso, G. B.",http://viaf.org/viaf/311717333,,1284,1284,,0
"Gravisi, Giannandrea","Gravisi, Giannandrea",http://viaf.org/viaf/311814223,,1187,1187,,1
"Spremic, Momcilo","Spremić, Momčilo",http://viaf.org/viaf/31210531,,115,115,,1
"Gorini, Giovanni","Gorini, Giovanni",http://viaf.org/viaf/312539380,,874,874,,1
"Paganino, Carlo","Paganino, Carlo",http://viaf.org/viaf/313251000,,330,330,,1
"Jona, G.","Jona, Giuseppe",http://viaf.org/viaf/313501413,,848,848,,1
"JONA, GIUSEPPE","Jona, Giuseppe",http://viaf.org/viaf/313501413,,848,848,,1
"Galli, Paolo","Galli, Paolo",http://viaf.org/viaf/313529079,,320,320,,2
"Galli, P.","Galli, Paolo",http://viaf.org/viaf/313529079,,320,320,,2
"Rallo, Giampaolo","Rallo, Giampaolo",http://viaf.org/viaf/313542195,,79,79,,2
"Romanelli, Chiara","Romanelli, Chiara",http://viaf.org/viaf/31368480,,178,178,,1
"Collavo, Lucia","Collavo, Lucia",http://viaf.org/viaf/314783948,,866,866,,1
"Benussi, Paola","Benussi, Paola",http://viaf.org/viaf/314895393,,1219,1219,,1
"Romanelli, Francesca Cavazzana","Cavazzana Romanelli, Francesca ",http://viaf.org/viaf/316422986,,1504,1198,"Cavazzana Romanelli, Francesca",1
"Namer, Myriam Pilutti","Pilutti Namer, Myriam ",http://viaf.org/viaf/316765439,,850,850,,1
"Zele, Walter","Zele, Walter",http://viaf.org/viaf/317119652,,1432,1432,,1
"Zavatta, Giulio","Zavatta, Giulio",http://viaf.org/viaf/31819142,,670,670,,1
"Guiotto, Mario","Guiotto, Mario",http://viaf.org/viaf/31843472,,97,97,,1
"Catto, Michela","Catto, Michela",http://viaf.org/viaf/319738,,1395,1395,,1
"Borsari, S.","Borsari, S.",http://viaf.org/viaf/3198066,,786,786,,2
"VITTORINI, DOMENICO","Vittorini, Domenico",http://viaf.org/viaf/31986437,,1092,1092,,1
"Canart, Paul","Canart, Paul",http://viaf.org/viaf/32008813,,296,296,1927,1
"Semi, Franesco","Semi, Francesco",http://viaf.org/viaf/32011463,,644,644,,1
"Semi, Francesco","Semi, Francesco",http://viaf.org/viaf/32011463,,644,644,,1
"Sestan, E.","Sestan, E.",http://viaf.org/viaf/32016180,,595,595,,2
"Cervelli, I.","Cervelli, Innocenzo",http://viaf.org/viaf/32020197,,1374,1374,,1
"Duso, R.","Duso, R.",http://viaf.org/viaf/32024975,,629,629,,0
"Farinella, C.","Farinella, Calogero",http://viaf.org/viaf/32040313,http://viaf.org/viaf/244879449,1467,1467,,1
"Damerini, Gino","Damerini, Gino",http://viaf.org/viaf/32048828,,1055,1055,,1
"Boucher, Bruce","Boucher, Bruce",http://viaf.org/viaf/32062563,,669,669,,1
"Petrocchi, Giorgio","Petrocchi, Giorgio",http://viaf.org/viaf/32064515,,1409,1409,,1
"Zamperetti, Sergio","Zamperetti, Sergio",http://viaf.org/viaf/32065369,,684,684,,1
"Gottardi, Michele","Gottardi, Michele",http://viaf.org/viaf/32074426,,662,662,,1
"Giotti, Virgilio","Giotti, Virgilio",http://viaf.org/viaf/32075833,,754,754,,1
"Romano, Dennis","Romano, Dennis",http://viaf.org/viaf/32088399,,469,469,,1
"Orlandi, M.","Orlandi, M.",http://viaf.org/viaf/32094531,,931,931,,2
"Passolunghi, P. A.","Passolunghi, Pier Angelo",http://viaf.org/viaf/32127121,,344,344,,1
"Rylands, Philip","Rylands, Philip",http://viaf.org/viaf/32137778,,1368,1368,,1
"Signori, F.","Signori, F.",http://viaf.org/viaf/32177614,,1045,1045,,2
"Mozzato, A.","Mozzato, Andrea",http://viaf.org/viaf/32188602,http://viaf.org/viaf/242129,1310,1310,,1
"Valentini, G.","Valentini, G.",http://viaf.org/viaf/32189902,,365,365,,2
"Zunica, Marcello","Zunica, Marcello",http://viaf.org/viaf/32256688,,1298,1298,,1
"Tallini, Gennaro","Tallini, Gennaro",http://viaf.org/viaf/32281573,,1209,1209,,1
"Ciani, Maria Grazia","Ciani, Maria Grazia",http://viaf.org/viaf/32541151,,796,796,,1
"Paschini, Pio","Paschini, Pio",http://viaf.org/viaf/32802784,,113,113,,1
"Paschini, P.","Paschini, Pio",http://viaf.org/viaf/32802784,,113,113,,1
"Verini, S.","Verini, Saverio",http://viaf.org/viaf/33059916,,247,247,sebina,0
"Verini, L.","Verini, Luigi",http://viaf.org/viaf/33059916,http://viaf.org/viaf/307325171,572,572,,1
"Salini, Lucia","Salini, Lucia",http://viaf.org/viaf/33168803,,345,345,,1
"Hennessey, Leslie G.","Hennessey, Leslie Griffin",http://viaf.org/viaf/33501785,,369,369,,1
"Tenenti, Branislava","Tenenti, Branislava",http://viaf.org/viaf/33548794,,1352,1352,,1
"Cavalli, Giulia","Cavalli, Giulia",http://viaf.org/viaf/339467,,1174,1174,,1
"Meneghin, Vittorino","Meneghin, Vittorino",http://viaf.org/viaf/34300209,,1502,1502,,1
"Bonannini, A.","Bonannini, Alessia",http://viaf.org/viaf/34337181,,487,487,,1
"Chiggiato, Alvise","Chiggiato, Alvise",http://viaf.org/viaf/34339355,,254,254,,1
"Mazzoleni, Biancamaria","Mazzoleni, Biancamaria",http://viaf.org/viaf/34468653,,994,994,,1
"Viviani, G. F.","Viviani, Giuseppe Franco",http://viaf.org/viaf/34491827,http://viaf.org/viaf/67445,1448,1448,,1
"VALERI, DIEGO","Valeri, Diego",http://viaf.org/viaf/34498977,,524,524,,1
"Valeri, Diego","Valeri, Diego",http://viaf.org/viaf/34498977,,524,524,,1
"Rossetto, S.","Rossetto, S.",http://viaf.org/viaf/34514775,,642,642,,2
"Carnelutti, F.","Carnelutti, F.",http://viaf.org/viaf/34536085,,441,441,,2
"Perocco, Daria","Perocco, Daria",http://viaf.org/viaf/34549725,,246,246,,1
"Fasoli, G.","Fasoli, Gina",http://viaf.org/viaf/34550901,,1518,400,,1
"Labalme, P. H.","Labalme, Patricia Hochschild",http://viaf.org/viaf/34585424,,453,453,,1
"Catucci, Stefano","Catucci, Stefano",http://viaf.org/viaf/34613663,,694,694,,1
"Miletti, Marco Nicola","Miletti, Marco Nicola",http://viaf.org/viaf/34626297,,98,98,,1
"Ivetic, Egidio","Ivetic, Egidio",http://viaf.org/viaf/34630138,,457,457,,1
"Ivetic, E.","Ivetic, Egidio",http://viaf.org/viaf/34630138,,457,457,,1
"Rossini, E.","Rossini, E.",http://viaf.org/viaf/34644407,,1480,1480,,2
"Raines, D.","Raines, Dorit",http://viaf.org/viaf/34687168,,1064,1064,,1
"Raines, Dorit","Raines, Dorit",http://viaf.org/viaf/34687168,,1064,1064,,1
"Calabrese, P.","Calabrese, P.",http://viaf.org/viaf/34704971,,1239,1239,,2
"Warren, John","Warren, John",http://viaf.org/viaf/34707798,,675,675,,2
"Bertoli, B.","Bertoli, B.",http://viaf.org/viaf/34728364,,580,580,,2
"Aversano, Luca","Aversano, Luca",http://viaf.org/viaf/34731216,,224,224,,1
"Bertalot, Renzo","Bertalot, Renzo",http://viaf.org/viaf/34788239,,336,336,,1
"Marcello, A.","Marcello, Alessandro",http://viaf.org/viaf/35255894,,1091,1091,,1
"Marcello, Alessandro","Marcello, Alessandro",http://viaf.org/viaf/35255894,,1091,1091,,1
"Marzemin, Giuseppe","Marzemin, Giuseppe",http://viaf.org/viaf/35522313,,1499,1499,,1
"Favilla, Massimo","Favilla, Massimo",http://viaf.org/viaf/35622009,,888,888,,1
"Canali, Ferruccio","Canali, Ferruccio",http://viaf.org/viaf/35626095,,728,728,,1
"Finlay, Robert","Finlay, Robert",http://viaf.org/viaf/35736704,,155,155,,1
"Calò, Giuseppe","Calò, Giuseppe",http://viaf.org/viaf/35937742,,1396,1396,,1
"Todesco, Maria-Teresa","Todesco, Maria Teresa",http://viaf.org/viaf/36191470,,1225,1225,,1
"Demo, Edoardo","Demo, Edoardo",http://viaf.org/viaf/36260027,,1136,1136,,1
"Desolei, A.","Desolei, Andrea",http://viaf.org/viaf/36316968,,1369,1369,,1
"Vianello, Francesco","Vianello, Francesco",http://viaf.org/viaf/36673606,,973,973,,1
"Buchi, E.","Buchi, Ezio",http://viaf.org/viaf/36761462,,1294,1294,,1
"Buchi, Ezio","Buchi, Ezio",http://viaf.org/viaf/36761462,,1294,1294,,1
"D’Evelyn, Margaret","D’Evelyn, Margaret Muther",http://viaf.org/viaf/36799678,,1193,1193,,1
"Rusi, M.","Rusi, M.",http://viaf.org/viaf/36907447,,1497,1497,,2
"Pavan, Massimiliano","Pavan, Massimiliano",http://viaf.org/viaf/36929860,,333,333,,2
"Pavan, M.","Pavan, Massimiliano",http://viaf.org/viaf/36929860,,333,333,,2
"Gios, P.","Gios, Pierantonio",http://viaf.org/viaf/36934817,,1487,1487,,1
"Laurencich-Minelli, L.","Laurencich Minelli, Laura",http://viaf.org/viaf/36938606,,1486,1486,,1
"Monteleone, G.","Monteleone, G.",http://viaf.org/viaf/36938843,,1179,1179,,2
"Ciriacono, S.","Ciriacono, Salvatore",http://viaf.org/viaf/36956652,,1271,1271,,1
"Ghezzo, Maria Vittoria","Ghezzo, Maria Vittoria",http://viaf.org/viaf/36964089,,1043,1043,,1
"Jacoviello, Michele","Jacoviello, Michele",http://viaf.org/viaf/36986911,,470,470,,1
"Perbellini, E.","Perbellini, E.",http://viaf.org/viaf/37010132,,511,511,,2
"Mandich, Giulio","Mandich, Giulio",http://viaf.org/viaf/37010774,,1025,1025,,1
"Tamari, Shmuel","Tamari, Shmuel",http://viaf.org/viaf/37039204,,1051,1051,,1
"Paolin, Giovanna","Paolin, Giovanna",http://viaf.org/viaf/37073784,,680,680,,2
"Guzzetti, Linda","Guzzetti, Linda",http://viaf.org/viaf/37089673,,151,151,,1
"Guzzetti, L.","Guzzetti, Linda",http://viaf.org/viaf/37089673,,151,151,,1
"Fornasin, Alessio","Fornasin, Alessio",http://viaf.org/viaf/37145375,,1290,1290,,1
"Pelizza, Andrea","Pelizza, Andrea",http://viaf.org/viaf/37174513,,700,700,,1
"Loenertz, R. J.","Loenertz, Raymond-Joseph",http://viaf.org/viaf/37423261,,624,624,,1
"Loenertz, Raymond-J.","Loenertz, Raymond-Joseph",http://viaf.org/viaf/37423261,,624,624,,1
"Mioni, E.","Mioni, E.",http://viaf.org/viaf/37713820,,1408,1408,,2
"Fabbiani, G.","Fabbiani, Giovanni",http://viaf.org/viaf/38218434,,816,816,,1
"Zaninovic, M.","Zaninovic, M.",http://viaf.org/viaf/38399975,,405,405,,2
"Gertwagen, Ruthy","Gertwagen, Ruthy",http://viaf.org/viaf/3851417,,479,479,,1
"Markovic, Savo","Markovic, Savo",http://viaf.org/viaf/38726351,,1214,1214,,1
"Alberti, A. M.","Alberti, A. M.",http://viaf.org/viaf/39007302,,500,500,,2
"Alberti, Annibale","Alberti, Annibale",http://viaf.org/viaf/39007302,,500,500,,1
"Guerrini, Paolo","Guerrini, Paolo",http://viaf.org/viaf/390916,,56,56,,1
"Guerrini, P.","Guerrini, Paolo",http://viaf.org/viaf/390916,,56,56,,1
"Strina, Bianca Lanfranchi","Lanfranchi Strina, Bianca ",http://viaf.org/viaf/39144648215240552577,,1014,1014,,1
"Mazzotti, Omar","Mazzotti, Omar",http://viaf.org/viaf/39164977,,1109,1109,,1
"Madricardo, Claudio","Madricardo, Claudio",http://viaf.org/viaf/39222176,,1065,1065,,1
"Marcon, Giulio","Marcon, Giulio",http://viaf.org/viaf/39254419,,1264,1264,,1
"Carnesecchi, Riccardo","Carnesecchi, Riccardo",http://viaf.org/viaf/39273876,,1228,1228,,1
"Zorzi, G. G.","Zorzi, G. G.",http://viaf.org/viaf/39385864,,878,878,,2
"Carroll, Linda L.","Carroll, Linda L.",http://viaf.org/viaf/39391755,,1023,1023,,1
"Crotti, Ilaria","Crotti, Ilaria",http://viaf.org/viaf/39392428,,1261,1261,,1
"Tirone, A.","Tirone, A.",http://viaf.org/viaf/39395102,,89,89,,0
"Pizzamiglio, Gilberto","Pizzamiglio, Gilberto",http://viaf.org/viaf/39399682,,555,555,,1
"Varese, Ranieri","Varese, Ranieri",http://viaf.org/viaf/39418220,,332,332,,1
"Marinelli, Sergio","Marinelli, Sergio",http://viaf.org/viaf/39418895,,1321,1321,,1
"Giachino, Monica","Giachino, Monica",http://viaf.org/viaf/39484972,,381,381,,1
"Giachino, M.","Giachino, Monica",http://viaf.org/viaf/39484972,,381,381,,1
"Masetti-Rouault, Maria Grazia","Masetti-Rouault, Maria Grazia",http://viaf.org/viaf/39490124,,145,145,,1
"Franzoni, Lanfranco","Franzoni, Lanfranco",http://viaf.org/viaf/39508737,,873,873,,1
"Rizzi, Paolo","Rizzi, Paolo",http://viaf.org/viaf/39528696,,946,946,,1
"Brunello, P.","Brunello, Piero",http://viaf.org/viaf/39561173,http://viaf.org/viaf/205602013,1433,1433,,1
"Minetto, F.","Minetto, F.",http://viaf.org/viaf/39563896,,425,425,,2
"Brazzà, Fabiana di","Savorgnan di Brazzà, Fabiana",http://viaf.org/viaf/39610157,,1010,1010,,1
"Boccazzi, Barbara Mazza","Mazza, Barbara ",http://viaf.org/viaf/39628281,,693,693,,1
"Mazza, Barbara Boccazzi","Mazza, Barbara ",http://viaf.org/viaf/39628281,,693,693,,1
"Mazza, Barbara","Mazza, Barbara",http://viaf.org/viaf/39628281,,1168,1168,,1
"Leduc, F. X.","Leduc, François-Xavier",http://viaf.org/viaf/39653443,,260,260,,2
"Leduc, François-Xavier","Leduc, François-Xavier",http://viaf.org/viaf/39653443,,260,260,,2
"Biasiolo, Eliana","Biasiolo, Eliana",http://viaf.org/viaf/397144782729512021210,,824,824,,1
"Pederin, Ivan","Pederin, Ivan",http://viaf.org/viaf/39796574,,411,411,,2
"Baumgartner, Eva Maria","Baumgartner, Eva Maria",http://viaf.org/viaf/40005825,,43,43,,1
"Prandi, Alberto","Prandi, Alberto",http://viaf.org/viaf/40030828,,1393,1393,,1
"Bruno, Antonio","Bruno, Antonio",http://viaf.org/viaf/40179721,,1073,1073,,1
"Roht, C.","Roht, C.",http://viaf.org/viaf/40207962,,908,908,,0
"Michielon, Letizia","Michielon, Letizia",http://viaf.org/viaf/40438957,,335,335,,1
"Frasson, Giuseppe","Frasson, Giuseppe",http://viaf.org/viaf/40633167,,1330,1330,,1
"Garibotto, C.","Garibotto, C.",http://viaf.org/viaf/40815486,,1095,1095,,2
"Boscolo, E","Boscolo, E",http://viaf.org/viaf/41853085,,259,259,,2
"Boscolo, F.","Boscolo, F.",http://viaf.org/viaf/41853085,,772,772,,2
"Griffante, Caterina","Griffante, Caterina",http://viaf.org/viaf/41860113,,73,73,,1
"Franceschi, A.","Franceschi, A.",http://viaf.org/viaf/41861623,,387,387,,2
"Langeli, Attilio Bartoli","Bartoli Langeli, Attilio ",http://viaf.org/viaf/41877178,,1355,1355,,1
"Bahuet Gachet, D.","Bahuet Gachet, Delphine",http://viaf.org/viaf/41908830,,930,930,,1
"ANTONICELLI, FRANCO","Antonicelli, Franco",http://viaf.org/viaf/41963413,,102,102,,1
"Marcon, Susy","Marcon, Susy",http://viaf.org/viaf/41974656,,522,522,,1
"Zago, Ferruccio","Zago, Ferruccio",http://viaf.org/viaf/41985587,,1116,1116,,1
"Anelli, Luciano","Anelli, Luciano",http://viaf.org/viaf/41986351,,519,519,,1
"Bonomi, Alfredo","Bonomi, Alfredo",http://viaf.org/viaf/41993310,,473,473,,1
"Sfameni, P.","Sfameni, P.",http://viaf.org/viaf/42177030,,956,956,,2
"Pallucchini, Anna","Pallucchini, Anna",http://viaf.org/viaf/42390577,,1146,1146,,1
"Kowalczyk, J.","Kowalczyk, J.",http://viaf.org/viaf/42757421,,86,86,,2
"Mistruzzi, V.","Mistruzzi, Vittorio",http://viaf.org/viaf/42777156,http://viaf.org/viaf/89709040,1474,1474,,1
"Merkel, Ettore","Merkel, Ettore",http://viaf.org/viaf/43059864,,1263,1263,,1
"Merkel, E.","Merkel, Ettore",http://viaf.org/viaf/43059864,,1263,1263,,1
"LEVI, LIONELLO","Levi, Lionello",http://viaf.org/viaf/43143584,,1510,1510,,1
"Magrini, Marina","Magrini, Marina",http://viaf.org/viaf/43403800,,222,222,,1
"Campos, G.","Campos, G.",http://viaf.org/viaf/43525570,,823,823,,2
"Basso, Luca Lo","Lo Basso, Luca",http://viaf.org/viaf/43969365,,142,142,,1
"Volpati, C.","Volpati, C.",http://viaf.org/viaf/44047670,,1329,1329,,2
"Cantone, Valentina","Cantone, Valentina",http://viaf.org/viaf/44114885,,935,935,,1
"Bellavitis, Anna","Bellavitis, Anna",http://viaf.org/viaf/44148198,,808,808,,1
"Semenzato, Camillo","Semenzato, Camillo",http://viaf.org/viaf/44305392,,1199,1199,,1
"Pertusi, Agostino","Pertusi, Agostino",http://viaf.org/viaf/44311927,,857,857,,1
"Vecchi, Alberto","Vecchi, Alberto",http://viaf.org/viaf/44312713,,1182,1182,,1
"Mayer, G.","Mayer, G.",http://viaf.org/viaf/44315657,,213,213,,2
"Krekic, B.","Krekic, Barisa",http://viaf.org/viaf/44323831,,1006,1006,,1
"Krekic, Barisa","Krekic, Barisa",http://viaf.org/viaf/44323831,,1006,1006,,1
"Krekic, Barila","Krekic, Barisa",http://viaf.org/viaf/44323831,,1006,1006,,1
"Preto, P.","Preto, Paolo",http://viaf.org/viaf/44327040,,133,133,,1
"Preto, Paolo","Preto, Paolo",http://viaf.org/viaf/44327040,,133,133,,1
"Fragnito, Gigliola","Fragnito, Gigliola",http://viaf.org/viaf/44334140,,416,416,,1
"SEVERI, FRANCESCO","Severi, Francesco",http://viaf.org/viaf/44371324,,384,384,,1
"Thiriet, Freddy","Thiriet, Freddy",http://viaf.org/viaf/44375774,,172,172,,1
"Thiriet, F.","Thiriet, Freddy",http://viaf.org/viaf/44375774,,172,172,,1
"Tiepolo, Maria Francesca","Tiepolo, Maria Francesca",http://viaf.org/viaf/44427834,,1188,1188,,1
"Tiepolo, M. F.","Tiepolo, Maria Francesca",http://viaf.org/viaf/44427834,,1188,1188,,1
"Alpago, L.","Alpago, L.",http://viaf.org/viaf/44428725,,478,478,,0
"Bernardello, Adolfo","Bernardello, Adolfo",http://viaf.org/viaf/44443665,,865,865,,1
"Bernardello, A.","Bernardello, Adolfo",http://viaf.org/viaf/44443665,,865,865,,1
"Nadin, Lucia","Nadin, Lucia",http://viaf.org/viaf/44457273,,1192,1192,,1
"Chiara, Alessandro Di","Di Chiara, Alessandro",http://viaf.org/viaf/44458912,,1212,1212,,1
"Briguglio, L.","Briguglio, Lino",http://viaf.org/viaf/44469750,,867,867,,1
"Suman, M.","Suman, M.",http://viaf.org/viaf/44499359,,1100,1100,,2
"Ceschin, D.","Ceschin, Daniele",http://viaf.org/viaf/44514220,,890,890,,1
"Carminati, Attilio","Carminati, Attilio",http://viaf.org/viaf/44516674,,1099,1099,,1
"Tiozzo, Iginio","Tiozzo, Iginio",http://viaf.org/viaf/44518884,,723,723,,1
"Zegna, Michela","Zegna, Michela",http://viaf.org/viaf/44531293,,1415,1415,,1
"Abbamonte, Orazio","Abbamonte, Orazio",http://viaf.org/viaf/44614521,,1383,1383,,1
"Bellavitis, Giorgio","Bellavitis, Giorgio",http://viaf.org/viaf/45465813,,1060,1060,,1
"Musarra, Franco","Musarra, Franco",http://viaf.org/viaf/45484426,,1441,1441,,1
"Gatto, Eugenio","Gatto, Eugenio",http://viaf.org/viaf/45506057,,502,502,,1
"Renier, Paolo","Renier, Paolo",http://viaf.org/viaf/45508018,,703,703,,1
"Stefanutti, A.","Stefanutti, A.",http://viaf.org/viaf/45582753,,677,677,,2
"Stefanutti, Ugo","Stefanutti, Ugo",http://viaf.org/viaf/45582753,,847,847,,1
"Billanovich, M. C.","Billanovich, Maria Chiara",http://viaf.org/viaf/45830702,,122,122,,1
"Billanovich, Maria Chiara","Billanovich, Maria Chiara",http://viaf.org/viaf/45830702,,122,122,,1
"Ericani, Giuliana","Ericani, Giuliana",http://viaf.org/viaf/45922634,,710,710,,1
"Passarin, Mauro","Passarin, Mauro",http://viaf.org/viaf/46001725,,889,889,,1
"Ghersetti, Francesca","Ghersetti, Francesca",http://viaf.org/viaf/46229910,,461,461,,1
"Vio, Gastone","Vio, Gastone",http://viaf.org/viaf/46461435,,1478,1478,,1
"Bottacin, Francesca","Bottacin, Francesca",http://viaf.org/viaf/46624027,,82,82,,1
"Cione, Edmondo","Cione, Edmondo",http://viaf.org/viaf/46752996,,319,319,,1
"Corazzol, Gigi","Corazzol, Gigi",http://viaf.org/viaf/46773234,,1247,1247,,1
"Pozza, M.","Pozza, Marco",http://viaf.org/viaf/46776318,,485,485,,1
"Pozza, Marco","Pozza, Marco",http://viaf.org/viaf/46776318,,485,485,,1
"Caccamo, Domenico","Caccamo, Domenico",http://viaf.org/viaf/46776935,,1226,1226,,1
"Gothein, Percy","Gothein, Percy",http://viaf.org/viaf/46792664,,628,628,,1
"Valence, Françoise de","Valence, Françoise de",http://viaf.org/viaf/46829743,,1028,1028,,1
"Carlo, Elisabetta Dal","Dal Carlo, Elisabetta ",http://viaf.org/viaf/46873075,,1177,1177,,1
"Vercellin, Giorgio","Vercellin, Giorgio",http://viaf.org/viaf/46885401,,297,297,,1
"Rilke, Rainer M.","Rilke, Rainer Maria",http://viaf.org/viaf/46897170,,975,975,,1
"Segre, Renata","Segre, Renata",http://viaf.org/viaf/46922297,,638,638,,1
"Cavazzana Romanelli, F.","Cavazzana Romanelli, Francesca",http://viaf.org/viaf/46933753,,1198,1198,"Cavazzana Romanelli, Francesca",1
"Marcon, C.","Marcon, C.",http://viaf.org/viaf/46962486,,799,799,,2
"Barbierato, Federico","Barbierato, Federico",http://viaf.org/viaf/46998270,,530,530,,1
"Viola, Corrado","Viola, Corrado",http://viaf.org/viaf/47011524,,182,182,,1
"Cessi, R.","Cessi, Roberto",http://viaf.org/viaf/47132074,,887,887,,1
"Cessi, Roberto","Cessi, Roberto",http://viaf.org/viaf/47132074,,887,887,,1
"Koepstein, Helga","Koepstein, Helga",http://viaf.org/viaf/47238301,,749,749,,1
"Ceccon, S.","Ceccon, S.",http://viaf.org/viaf/47556069,,253,253,,2
"Geiger, Benno","Geiger, Benno",http://viaf.org/viaf/47569973,,60,60,,1
"Sgritta, Giovanni B.","Sgritta, Giovanni Battista",http://viaf.org/viaf/47889158,,1213,1213,,1
"Wurthmann, William B.","Wurthmann, William B.",http://viaf.org/viaf/4863266,,591,591,,1
"January, Peter","January, Peter",http://viaf.org/viaf/49094505,,143,143,,2
"Zanetto, Marco","Zanetto, Marco",http://viaf.org/viaf/49130600,,568,568,,1
"Lunardon, Silvia","Lunardon, Silvia",http://viaf.org/viaf/49162312,,1449,1449,,1
"Spina, Lara","Spina, Lara",http://viaf.org/viaf/49164808,,32,32,,1
"Babits, Michele","Babits, Mihaly",http://viaf.org/viaf/49221125,http://viaf.org/viaf/49221125,1300,1300,,1
"Smith, L.","Smith, L.",http://viaf.org/viaf/49231791,,1217,1217,,2
"Vasoli, Cesare","Vasoli, Cesare",http://viaf.org/viaf/49237719,,1007,1007,,1
"Pecorari, P.","Pecorari, Paolo",http://viaf.org/viaf/49238807,,871,871,,1
"Zolli, Paolo","Zolli, Paolo",http://viaf.org/viaf/49239499,,716,716,,1
"Yack, Bernard","Yack, Bernard",http://viaf.org/viaf/49246950,,844,844,,1
"Netto, G.","Netto, Giovanni",http://viaf.org/viaf/49249450,http://viaf.org/viaf/93482144,812,812,,1
